reading_id,plant_id,component_id,sensor_id,sensor_type,timestamp,value,unit_of_measure,state_of_charge_pct,state_of_health_pct,charge_discharge_cycles,power_mw,energy_mwh,voltage_v,current_a,temperature_c,quality_flag,alarm_status,ingestion_datetime
BR-0000000297,PLT-0078,BAT-MOD-037,SENS-2481,soc,2024-12-09T09:03:03,428.374668,%,30.55,94.15,4064,-0.029,27.521,794.009,-36.383,20.54,SUSPECT,WARNING,2025-12-09T14:25:05
BR-0000000298,PLT-0027,BAT-MOD-001,SENS-9924,soc,2024-12-09T09:56:25,823.655934,%,56.61,93.32,2302,0.138,15.874,751.895,183.468,20.72,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000299,PLT-0004,BAT-MOD-012,SENS-2660,temperature,2024-12-09T09:06:29,846.263603,C,75.39,89.40,3090,0.300,14.219,642.973,466.450,40.75,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000300,PLT-0066,BAT-MOD-023,SENS-8755,soh,2024-12-09T09:37:40,287.663357,%,44.97,88.19,3753,-0.006,16.304,714.349,-8.515,18.61,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
BR-0000000301,PLT-0011,BAT-MOD-017,SENS-3791,current,2024-12-09T09:00:15,76.409852,A,78.49,85.50,4218,-0.036,62.270,671.703,-53.228,38.11,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000302,PLT-0065,BAT-MOD-024,SENS-4535,soh,2024-12-09T09:51:10,629.689759,%,28.99,95.06,4751,-0.182,89.296,610.040,-297.775,18.97,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000303,PLT-0072,BAT-MOD-008,SENS-6032,soc,2024-12-09T09:21:26,492.296233,%,51.16,94.46,4891,-0.304,77.136,797.746,-381.567,38.44,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000304,PLT-0015,BAT-MOD-050,SENS-5845,current,2024-12-09T09:05:41,803.347706,A,79.50,94.82,2835,-0.312,26.740,657.662,-475.004,43.46,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
BR-0000000305,PLT-0026,BAT-MOD-035,SENS-1589,temperature,2024-12-09T09:53:40,449.793753,C,85.60,98.76,4602,-0.197,91.713,795.642,-247.417,32.42,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
BR-0000000306,PLT-0004,BAT-MOD-026,SENS-2377,voltage,2024-12-09T09:36:33,152.990610,V,23.47,90.54,332,0.168,97.960,606.092,276.815,27.34,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000307,PLT-0009,BAT-MOD-042,SENS-8109,temperature,2024-12-09T09:43:57,624.884216,C,66.68,88.62,4857,-0.053,98.627,641.939,-83.335,30.62,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000308,PLT-0028,BAT-MOD-009,SENS-8001,power,2024-12-09T09:52:45,803.632856,MW,51.80,95.95,3326,0.052,45.271,734.442,71.188,32.56,BAD,FAULT,2025-12-09T14:25:05
BR-0000000309,PLT-0069,BAT-MOD-006,SENS-6824,soh,2024-12-09T09:48:37,187.938604,%,23.75,98.74,638,0.059,47.308,775.897,76.434,28.69,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000310,PLT-0030,BAT-MOD-027,SENS-5070,soc,2024-12-09T09:42:08,962.981023,%,81.86,85.87,1427,0.170,52.514,628.425,270.460,28.01,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000311,PLT-0025,BAT-MOD-048,SENS-2437,soh,2024-12-09T09:17:37,120.411533,%,59.57,97.48,1699,-0.187,34.134,791.424,-235.994,18.44,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000000312,PLT-0022,BAT-MOD-017,SENS-6076,soc,2024-12-09T09:14:51,914.749393,%,28.61,85.25,3181,-0.221,30.274,609.938,-362.733,34.14,BAD,CRITICAL,2025-12-09T14:25:05
BR-0000000313,PLT-0084,BAT-MOD-020,SENS-3351,temperature,2024-12-09T09:54:28,652.696793,C,23.43,86.52,774,0.166,64.664,702.974,235.586,38.55,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000314,PLT-0059,BAT-MOD-008,SENS-9623,soc,2024-12-09T09:05:40,654.537081,%,94.31,97.68,3045,-0.240,8.205,660.854,-363.254,23.47,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000315,PLT-0070,BAT-MOD-045,SENS-4117,power,2024-12-09T09:05:15,788.196108,MW,36.48,94.46,4638,-0.169,12.230,768.722,-219.942,44.06,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000316,PLT-0004,BAT-MOD-009,SENS-9987,current,2024-12-09T09:41:59,134.448797,A,65.08,95.91,1432,0.244,73.893,767.218,318.331,22.84,BAD,CRITICAL,2025-12-09T14:25:05
BR-0000000317,PLT-0092,BAT-MOD-006,SENS-3858,power,2024-12-09T09:33:08,982.227213,MW,75.73,97.06,114,-0.111,69.199,683.286,-162.768,23.56,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000318,PLT-0004,BAT-MOD-015,SENS-1118,temperature,2024-12-09T09:21:18,358.608785,C,70.30,93.11,3944,0.322,47.331,684.235,470.493,27.73,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000319,PLT-0073,BAT-MOD-022,SENS-4778,temperature,2024-12-09T09:38:55,727.880263,C,90.16,97.95,1186,0.086,86.443,681.239,125.977,32.45,BAD,FAULT,2025-12-09T14:25:05
BR-0000000320,PLT-0060,BAT-MOD-041,SENS-3239,soh,2024-12-09T09:19:03,733.611487,%,83.50,93.97,2143,-0.312,4.293,734.272,-424.571,41.69,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000000321,PLT-0090,BAT-MOD-010,SENS-8611,power,2024-12-09T09:12:18,22.288642,MW,58.52,92.83,2957,0.057,19.606,729.173,78.486,43.57,BAD,NORMAL,2025-12-09T14:25:05
BR-0000000322,PLT-0027,BAT-MOD-014,SENS-7918,current,2024-12-09T09:39:36,871.926813,A,33.34,87.23,342,0.238,35.186,629.867,378.368,24.10,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000323,PLT-0021,BAT-MOD-048,SENS-7946,voltage,2024-12-09T09:20:43,623.601223,V,21.24,99.31,4233,-0.027,69.965,756.553,-35.224,26.23,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000324,PLT-0090,BAT-MOD-016,SENS-6033,temperature,2024-12-09T09:47:30,704.555708,C,48.21,97.07,3607,0.096,62.098,611.315,157.329,16.67,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000325,PLT-0048,BAT-MOD-022,SENS-6417,voltage,2024-12-09T09:51:39,647.177796,V,49.99,94.71,3787,-0.031,58.112,611.722,-50.077,17.78,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000326,PLT-0053,BAT-MOD-004,SENS-9191,soc,2024-12-09T09:49:27,207.827671,%,51.67,97.21,753,-0.254,14.319,764.710,-332.190,36.59,BAD,NORMAL,2025-12-09T14:25:05
BR-0000000327,PLT-0051,BAT-MOD-050,SENS-9270,soh,2024-12-09T09:33:29,639.499932,%,67.53,86.84,2140,-0.077,42.036,612.390,-125.413,40.32,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000328,PLT-0033,BAT-MOD-042,SENS-3772,soh,2024-12-09T09:14:31,738.695342,%,89.39,90.90,4708,0.307,79.710,650.485,472.702,25.79,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000329,PLT-0016,BAT-MOD-039,SENS-5961,power,2024-12-09T09:37:58,406.311284,MW,70.67,87.09,2916,0.068,41.968,649.379,104.955,29.68,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000000330,PLT-0001,BAT-MOD-013,SENS-5013,temperature,2024-12-09T09:23:37,920.187928,C,76.67,89.13,3914,0.096,17.957,667.463,143.549,35.49,BAD,NORMAL,2025-12-09T14:25:05
BR-0000000331,PLT-0083,BAT-MOD-001,SENS-5250,current,2024-12-09T09:36:03,384.354626,A,58.57,90.21,2786,0.151,29.922,731.556,207.070,43.72,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000332,PLT-0028,BAT-MOD-018,SENS-6262,current,2024-12-09T09:00:32,691.145640,A,38.65,88.70,2649,-0.319,23.281,651.209,-489.133,39.46,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000333,PLT-0099,BAT-MOD-017,SENS-4320,power,2024-12-09T09:13:25,334.707181,MW,35.22,94.13,995,-0.144,51.548,790.770,-181.537,44.69,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000000334,PLT-0060,BAT-MOD-019,SENS-6642,voltage,2024-12-09T09:25:06,166.534515,V,79.77,90.75,4446,0.134,96.007,620.515,215.330,27.24,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000000335,PLT-0009,BAT-MOD-015,SENS-9049,soh,2024-12-09T09:46:31,964.549862,%,88.54,85.73,2336,0.182,54.788,676.306,269.844,18.14,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000336,PLT-0086,BAT-MOD-049,SENS-6163,soc,2024-12-09T09:12:20,675.236394,%,40.25,88.06,4946,0.150,72.490,616.675,242.820,16.58,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000337,PLT-0079,BAT-MOD-048,SENS-4124,voltage,2024-12-09T09:21:30,846.506000,V,74.35,95.71,1101,0.143,91.926,721.118,197.776,23.53,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000338,PLT-0081,BAT-MOD-028,SENS-4363,voltage,2024-12-09T09:36:18,253.749273,V,43.59,93.48,4297,-0.007,63.516,685.192,-10.215,27.35,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000339,PLT-0091,BAT-MOD-022,SENS-9299,current,2024-12-09T09:14:45,908.119210,A,72.35,95.58,2298,-0.371,6.914,795.968,-465.631,41.19,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
BR-0000000340,PLT-0078,BAT-MOD-042,SENS-5821,soc,2024-12-09T09:13:37,940.266025,%,87.80,93.90,537,0.061,12.182,612.345,100.067,43.36,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000341,PLT-0097,BAT-MOD-014,SENS-4089,soc,2024-12-09T09:27:02,415.996240,%,72.97,86.10,4594,0.301,24.603,709.717,424.441,15.70,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
BR-0000000342,PLT-0032,BAT-MOD-028,SENS-6483,temperature,2024-12-09T09:58:49,149.116647,C,31.55,95.73,539,0.121,82.437,613.713,197.852,17.80,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000343,PLT-0069,BAT-MOD-035,SENS-3033,soh,2024-12-09T09:39:14,783.808002,%,36.18,98.40,958,0.194,74.080,718.674,270.507,28.64,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000344,PLT-0083,BAT-MOD-036,SENS-4682,soc,2024-12-09T09:39:16,410.598658,%,32.89,95.60,2708,0.156,43.807,786.280,198.650,36.47,BAD,FAULT,2025-12-09T14:25:05
BR-0000000345,PLT-0022,BAT-MOD-027,SENS-6220,soh,2024-12-09T09:55:31,346.780059,%,54.48,87.34,1838,-0.107,65.289,618.145,-172.737,34.55,SUSPECT,WARNING,2025-12-09T14:25:05
BR-0000000346,PLT-0096,BAT-MOD-024,SENS-9134,voltage,2024-12-09T09:57:48,943.334229,V,87.43,91.84,3682,-0.300,56.006,655.576,-457.422,31.19,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000347,PLT-0074,BAT-MOD-023,SENS-5698,soh,2024-12-09T09:31:09,997.002596,%,29.89,95.01,192,-0.255,15.955,639.132,-399.714,15.83,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
BR-0000000348,PLT-0070,BAT-MOD-039,SENS-9614,temperature,2024-12-09T09:19:01,388.898155,C,38.59,86.48,1337,0.007,41.330,658.055,11.301,43.72,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000349,PLT-0079,BAT-MOD-036,SENS-7352,temperature,2024-12-09T09:16:56,482.984741,C,30.66,98.59,300,-0.113,73.295,610.700,-185.301,38.34,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000350,PLT-0064,BAT-MOD-012,SENS-3088,temperature,2024-12-09T09:44:42,964.722383,C,92.96,95.91,2625,-0.062,59.360,626.294,-99.266,24.51,SUSPECT,WARNING,2025-12-09T14:25:05
BR-0000000351,PLT-0015,BAT-MOD-024,SENS-3697,soc,2024-12-09T09:38:42,381.935171,%,69.47,85.93,4257,0.110,26.303,681.999,161.616,18.40,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
BR-0000000352,PLT-0062,BAT-MOD-015,SENS-2425,soc,2024-12-09T09:05:43,337.773500,%,61.24,98.77,242,0.296,87.926,685.002,432.447,33.35,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000353,PLT-0040,BAT-MOD-040,SENS-1129,temperature,2024-12-09T09:35:13,87.204801,C,66.59,86.17,1835,0.130,68.940,754.962,171.568,31.49,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000354,PLT-0007,BAT-MOD-012,SENS-3522,voltage,2024-12-09T09:45:55,54.973009,V,52.12,92.52,3423,-0.192,73.881,612.140,-313.862,30.94,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000355,PLT-0031,BAT-MOD-005,SENS-2145,current,2024-12-09T09:07:32,666.890085,A,56.90,92.69,4263,0.195,70.780,648.249,301.122,32.52,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000356,PLT-0080,BAT-MOD-025,SENS-6044,current,2024-12-09T09:23:51,852.061434,A,36.80,85.56,2565,0.253,16.545,687.094,367.926,36.09,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000357,PLT-0072,BAT-MOD-010,SENS-3528,power,2024-12-09T09:40:49,827.158510,MW,74.32,88.54,3236,0.137,8.608,740.002,185.324,16.94,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000358,PLT-0013,BAT-MOD-007,SENS-3980,soc,2024-12-09T09:38:07,21.642405,%,88.21,91.84,778,0.382,8.152,778.811,490.754,15.95,BAD,NORMAL,2025-12-09T14:25:05
BR-0000000359,PLT-0083,BAT-MOD-011,SENS-7119,temperature,2024-12-09T09:18:02,498.325074,C,40.68,95.06,4260,-0.166,21.135,618.096,-269.180,18.18,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000360,PLT-0061,BAT-MOD-047,SENS-8703,temperature,2024-12-09T09:58:00,105.673256,C,66.82,87.61,612,0.053,11.520,792.650,67.181,23.12,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000361,PLT-0047,BAT-MOD-036,SENS-8776,soh,2024-12-09T09:58:20,564.926374,%,76.26,92.82,1279,0.056,86.972,755.980,73.467,31.65,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000362,PLT-0037,BAT-MOD-043,SENS-1971,current,2024-12-09T09:07:58,635.406811,A,80.62,91.08,325,-0.252,56.908,759.034,-332.637,38.74,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000363,PLT-0045,BAT-MOD-018,SENS-1854,soh,2024-12-09T09:22:15,447.619121,%,69.84,85.43,241,-0.125,28.136,624.950,-200.625,29.26,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000364,PLT-0009,BAT-MOD-029,SENS-9304,voltage,2024-12-09T09:49:21,819.506293,V,94.96,99.06,1477,0.282,23.209,651.024,433.121,42.99,SUSPECT,WARNING,2025-12-09T14:25:05
BR-0000000365,PLT-0017,BAT-MOD-011,SENS-2649,voltage,2024-12-09T09:26:20,435.935138,V,82.20,86.17,3454,-0.283,66.260,789.444,-358.271,25.69,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000366,PLT-0041,BAT-MOD-028,SENS-6884,temperature,2024-12-09T09:34:07,919.891172,C,80.47,90.71,3653,0.117,79.780,794.607,147.206,42.62,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000367,PLT-0060,BAT-MOD-010,SENS-1968,voltage,2024-12-09T09:33:02,996.854693,V,68.32,86.74,3290,0.294,70.571,647.015,454.015,31.80,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000368,PLT-0013,BAT-MOD-041,SENS-5150,current,2024-12-09T09:13:45,577.841653,A,33.88,89.84,3131,-0.240,9.129,731.364,-327.590,26.30,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000369,PLT-0084,BAT-MOD-043,SENS-1058,current,2024-12-09T09:27:35,158.811929,A,75.04,98.89,3585,-0.226,25.408,651.247,-346.958,21.31,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000370,PLT-0066,BAT-MOD-023,SENS-8967,voltage,2024-12-09T09:16:45,29.379208,V,60.06,88.08,3794,0.233,37.857,780.808,298.941,34.21,BAD,WARNING,2025-12-09T14:25:05
BR-0000000371,PLT-0052,BAT-MOD-047,SENS-1443,power,2024-12-09T09:52:48,880.251262,MW,30.71,90.83,1742,0.059,92.624,774.275,75.896,33.35,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000372,PLT-0036,BAT-MOD-016,SENS-3100,soc,2024-12-09T09:55:59,658.241655,%,25.57,92.41,872,0.053,22.500,724.942,72.564,17.82,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000373,PLT-0091,BAT-MOD-043,SENS-8049,current,2024-12-09T09:18:07,43.630535,A,59.68,91.09,3381,0.012,17.407,623.855,19.872,39.68,BAD,NORMAL,2025-12-09T14:25:05
BR-0000000374,PLT-0088,BAT-MOD-013,SENS-2053,power,2024-12-09T09:18:46,259.238424,MW,26.48,85.22,3165,-0.013,74.711,664.986,-20.095,34.62,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000375,PLT-0051,BAT-MOD-035,SENS-3502,temperature,2024-12-09T09:41:46,492.999411,C,25.45,90.70,1511,-0.156,71.589,635.404,-245.185,44.56,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000376,PLT-0066,BAT-MOD-007,SENS-7906,power,2024-12-09T09:52:55,24.021100,MW,62.87,86.74,2026,0.345,16.524,717.383,480.263,31.91,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000377,PLT-0062,BAT-MOD-031,SENS-4668,soc,2024-12-09T09:12:29,748.035678,%,45.19,86.30,2023,-0.099,94.115,631.398,-157.036,36.02,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000378,PLT-0012,BAT-MOD-011,SENS-4383,temperature,2024-12-09T09:11:22,140.259955,C,69.50,90.12,771,-0.140,1.496,778.762,-179.544,21.50,BAD,CRITICAL,2025-12-09T14:25:05
BR-0000000379,PLT-0045,BAT-MOD-010,SENS-1596,soh,2024-12-09T09:39:33,341.572071,%,31.10,97.19,1225,-0.127,29.045,661.794,-192.015,29.90,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000000380,PLT-0045,BAT-MOD-031,SENS-3816,power,2024-12-09T09:55:55,710.765137,MW,62.67,89.06,3462,0.303,97.469,641.484,472.652,38.34,BAD,NORMAL,2025-12-09T14:25:05
BR-0000000381,PLT-0075,BAT-MOD-008,SENS-9424,current,2024-12-09T09:54:05,245.113927,A,43.35,94.24,133,-0.015,59.726,609.358,-24.515,16.02,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000382,PLT-0026,BAT-MOD-018,SENS-9709,soh,2024-12-09T09:22:30,450.669777,%,87.80,95.04,3278,0.046,18.664,782.065,58.485,32.71,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000383,PLT-0026,BAT-MOD-034,SENS-7847,power,2024-12-09T09:59:06,296.253607,MW,93.58,99.59,1572,-0.262,16.819,675.105,-387.957,30.76,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000384,PLT-0024,BAT-MOD-009,SENS-7615,voltage,2024-12-09T09:53:16,296.490241,V,62.04,88.26,4671,0.198,44.840,611.020,323.309,16.04,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000000385,PLT-0010,BAT-MOD-021,SENS-1652,power,2024-12-09T09:29:42,465.740548,MW,26.79,90.04,4114,-0.141,39.667,783.019,-179.571,28.77,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000000386,PLT-0004,BAT-MOD-015,SENS-5236,soh,2024-12-09T09:49:20,210.442207,%,47.30,91.65,3116,-0.250,1.817,626.981,-398.916,41.60,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000387,PLT-0041,BAT-MOD-005,SENS-8145,voltage,2024-12-09T09:26:00,479.561272,V,28.38,98.94,3347,-0.262,48.921,710.295,-368.832,37.64,BAD,FAULT,2025-12-09T14:25:05
BR-0000000388,PLT-0057,BAT-MOD-028,SENS-4802,power,2024-12-09T09:38:21,530.351699,MW,90.06,97.86,4713,0.327,98.545,671.987,486.695,42.76,BAD,NORMAL,2025-12-09T14:25:05
BR-0000000389,PLT-0090,BAT-MOD-050,SENS-5332,voltage,2024-12-09T09:15:57,135.653853,V,37.75,94.45,1438,0.074,64.793,636.366,116.836,36.91,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
BR-0000000390,PLT-0091,BAT-MOD-029,SENS-9204,soh,2024-12-09T09:33:00,76.041647,%,36.74,96.70,3499,0.156,36.235,603.885,257.617,24.62,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000391,PLT-0050,BAT-MOD-032,SENS-9419,voltage,2024-12-09T09:16:39,898.085936,V,49.17,98.41,984,-0.363,71.650,785.828,-462.423,30.49,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000392,PLT-0069,BAT-MOD-045,SENS-9545,soc,2024-12-09T09:04:12,202.207107,%,58.48,92.52,1938,-0.090,43.346,728.209,-123.623,37.44,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000393,PLT-0048,BAT-MOD-037,SENS-6170,soh,2024-12-09T09:44:16,146.351520,%,27.58,93.65,4621,-0.068,57.872,754.935,-90.107,38.24,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000000394,PLT-0042,BAT-MOD-014,SENS-2716,temperature,2024-12-09T09:20:53,486.601604,C,43.29,93.36,1176,0.160,88.790,700.829,228.339,24.65,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000395,PLT-0013,BAT-MOD-019,SENS-6796,temperature,2024-12-09T09:48:32,102.459201,C,24.18,96.28,3300,-0.054,91.378,749.386,-71.905,18.62,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000000396,PLT-0053,BAT-MOD-040,SENS-1700,current,2024-12-09T09:01:39,371.821347,A,51.57,89.85,3739,0.283,13.426,796.946,355.524,28.12,BAD,NORMAL,2025-12-09T14:25:05
BR-0000000397,PLT-0092,BAT-MOD-009,SENS-9386,temperature,2024-12-09T09:33:49,883.805133,C,21.31,97.71,831,0.140,52.341,617.700,225.897,31.73,BAD,WARNING,2025-12-09T14:25:05
BR-0000000398,PLT-0045,BAT-MOD-002,SENS-3378,temperature,2024-12-09T09:01:56,770.901033,C,91.67,86.88,1382,-0.013,71.289,673.635,-19.977,32.43,BAD,CRITICAL,2025-12-09T14:25:05
BR-0000000399,PLT-0086,BAT-MOD-034,SENS-9004,voltage,2024-12-09T09:12:12,97.114721,V,78.02,89.05,3938,0.324,81.069,751.794,430.457,31.64,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000400,PLT-0072,BAT-MOD-010,SENS-2280,power,2024-12-09T09:49:12,678.040735,MW,86.64,96.94,2069,0.198,97.252,706.177,280.510,21.30,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000000401,PLT-0085,BAT-MOD-010,SENS-2521,soh,2024-12-09T09:29:31,280.433125,%,65.16,98.00,3563,-0.263,79.440,659.891,-398.569,20.15,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000402,PLT-0064,BAT-MOD-019,SENS-9182,soh,2024-12-09T09:47:52,459.355685,%,88.90,94.72,4503,-0.347,19.643,792.321,-438.038,27.95,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000403,PLT-0095,BAT-MOD-022,SENS-5724,voltage,2024-12-09T09:51:32,198.609015,V,74.92,91.94,4711,0.175,32.041,762.482,229.697,16.74,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000404,PLT-0063,BAT-MOD-030,SENS-9241,soc,2024-12-09T09:28:56,945.733549,%,33.57,97.68,4069,-0.264,37.579,775.452,-340.063,44.67,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000405,PLT-0087,BAT-MOD-003,SENS-4125,voltage,2024-12-09T09:59:00,166.351381,V,84.20,90.09,4690,-0.344,57.765,751.768,-457.222,27.07,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000000406,PLT-0069,BAT-MOD-009,SENS-4311,power,2024-12-09T09:46:40,976.306630,MW,62.49,96.26,4235,-0.077,47.398,760.127,-101.606,23.11,BAD,NORMAL,2025-12-09T14:25:05
BR-0000000407,PLT-0064,BAT-MOD-023,SENS-3492,soh,2024-12-09T09:18:51,197.979024,%,71.06,86.67,4691,0.218,3.973,742.192,293.578,24.51,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000408,PLT-0030,BAT-MOD-029,SENS-3984,soh,2024-12-09T09:10:08,419.634177,%,44.82,94.51,4799,0.312,85.652,681.631,457.701,22.87,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000409,PLT-0083,BAT-MOD-015,SENS-8147,temperature,2024-12-09T09:13:02,359.627359,C,44.07,99.01,4170,0.158,9.321,750.002,210.169,21.64,BAD,CRITICAL,2025-12-09T14:25:05
BR-0000000410,PLT-0081,BAT-MOD-033,SENS-1021,temperature,2024-12-09T09:56:05,605.976584,C,32.27,92.89,2414,-0.015,57.189,769.447,-19.012,34.42,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000000411,PLT-0047,BAT-MOD-042,SENS-9213,soh,2024-12-09T09:59:40,734.984539,%,46.86,93.63,3416,0.174,62.606,672.900,258.517,21.84,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000412,PLT-0067,BAT-MOD-040,SENS-5262,temperature,2024-12-09T09:56:25,835.126460,C,20.39,95.03,3844,0.298,90.033,702.744,424.609,23.40,BAD,CRITICAL,2025-12-09T14:25:05
BR-0000000413,PLT-0017,BAT-MOD-009,SENS-6303,temperature,2024-12-09T09:38:24,263.737060,C,33.20,96.39,2687,-0.026,86.101,771.888,-33.269,21.61,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000414,PLT-0073,BAT-MOD-036,SENS-2956,current,2024-12-09T09:26:47,551.324382,A,42.54,98.11,481,-0.020,80.517,603.921,-32.309,30.26,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000415,PLT-0100,BAT-MOD-044,SENS-3288,temperature,2024-12-09T09:21:10,669.508618,C,21.93,90.64,4364,0.107,57.516,752.180,142.059,27.37,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000416,PLT-0054,BAT-MOD-046,SENS-9451,current,2024-12-09T09:52:49,196.444557,A,36.71,93.21,191,-0.304,52.445,752.648,-403.898,24.94,BAD,CRITICAL,2025-12-09T14:25:05
BR-0000000417,PLT-0038,BAT-MOD-019,SENS-4464,temperature,2024-12-09T09:57:26,940.912731,C,56.99,91.88,305,-0.176,33.514,630.362,-278.646,38.96,SUSPECT,WARNING,2025-12-09T14:25:05
BR-0000000418,PLT-0068,BAT-MOD-034,SENS-1789,voltage,2024-12-09T09:51:30,353.616435,V,85.80,87.96,3163,-0.229,79.537,756.455,-302.792,15.93,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000419,PLT-0096,BAT-MOD-018,SENS-6795,current,2024-12-09T09:08:18,397.696923,A,76.06,97.70,4160,-0.167,52.294,609.262,-273.727,40.42,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000000420,PLT-0100,BAT-MOD-019,SENS-4110,temperature,2024-12-09T09:16:33,523.811981,C,80.57,91.64,478,0.009,36.559,605.248,15.322,42.17,SUSPECT,NORMAL,2025-12-09T14:25:05
